today,general_infoq5_organization,general_infoq1_province,general_infoq2_district,s2_cash_distribution_processq2_1_do_u_think_gave_right_people,s2_cash_distribution_processq2_3_how_mach_cash,s2_cash_distribution_processq2_5_travel_more_than_1_hour,s2_cash_distribution_processq2_6_feel_unsafe_when_travelling,s3_use_of_cash_assistanceq3_4_cash_improved_wellbeing_ur_hhd,s3_use_of_cash_assistanceq3_5_1_food,s3_use_of_cash_assistanceq3_5_2_kitchen_items_nfis,s3_use_of_cash_assistanceq3_5_3_hygiene_items_nfis,s3_use_of_cash_assistanceq3_5_4_clothes_nfis,s3_use_of_cash_assistanceq3_5_5_blankets_nfis,s3_use_of_cash_assistanceq3_5_6_rent,s3_use_of_cash_assistanceq3_5_7_shelter_repair,s3_use_of_cash_assistanceq3_5_8_health,s3_use_of_cash_assistanceq3_5_9_transportation,s3_use_of_cash_assistanceq3_5_10_utillites,s3_use_of_cash_assistanceq3_5_11_debt_repayment,s3_use_of_cash_assistanceq3_5_12_education,s3_use_of_cash_assistanceq3_5_13_saved,s5_multi_sector_outcome_indexq5_4_debt_compared,@_uuid,CSI,rCSI_newThreshold,FCS,FCS_Level,FCS_rCSI
2018-01-22,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,less_than_half,,,less_than_half,,,,,,less,4a479722-5488-48f9-b9d3-bdcd8b94f966,1,3,45.5,3,3
2018-01-22,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,,,,less,ef944425-d97e-4468-8f14-f55e5f328aed,1,3,44.5,3,3
2018-01-22,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,,,,,,,,almost_all,,,,,,less,5c81dd1c-6610-464a-a9d3-702c5052f3be,1,3,44.5,3,3
2018-01-22,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,,,less_than_half,,,more_than_half,,,less,8d344152-4b49-4945-94e4-aafff4b4d801,1,3,44.5,3,3
2018-01-23,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,almost_nothing,almost_nothing,almost_nothing,,less_than_half,,less_than_half,less_than_half,,,less,eddd7286-7740-4cab-9b1b-10c9e8df7f6a,16,1,21,1,1
2018-01-23,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,almost_nothing,almost_nothing,less_than_half,,less_than_half,,less_than_half,,,,same,5f44a857-b788-4986-bb36-37d0a6c85b87,15,1,27,1,1
2018-01-23,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,less_than_half,less_than_half,,less_than_half,,,less_than_half,,,less,178566f3-4de4-4c5f-a005-8d9328022fdf,19,1,23.5,1,1
2018-01-23,DRC,Kabul,Kabul,yes,30000,yes,yes,yes_improved_a_lot,more_than_half,,,,,almost_nothing,,,,less_than_half,less_than_half,,,less,42e1341c-46d0-4cd3-a7cb-53c7031bccbf,5,2,21.5,1,1
2018-01-23,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,almost_nothing,almost_nothing,,,,less_than_half,less_than_half,,,less,b25a4db2-e62d-475e-ba3a-4a6c173a0361,6,2,22.5,1,1
2018-01-23,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,,almost_nothing,,less_than_half,,less_than_half,less_than_half,,,same,acdcc0c2-0c9c-430a-a3b0-5ef0ce7a3186,6,2,28.5,2,2
2018-01-23,DRC,Kabul,Kabul,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,,almost_nothing,,almost_nothing,,less_than_half,less_than_half,,,less,a0b6d7f4-eda3-40ed-80d3-c4e39397bf34,10,1,25.5,1,1
2018-01-23,PIN,Balkh,Dehdadi,yes,14000,no,yes,yes_improved_a_lot,less_than_half,,,less_than_half,,,,,,more_than_half,,,,more,b79c7103-6fd4-4a17-8da9-8a1479553a82,7,2,36,2,2
2018-01-23,PIN,Balkh,Dehdadi,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,,,more_than_half,,,,,,more,8b7f709a-0786-44ab-8f35-0dcf1125c991,22,1,32,2,1
2018-01-23,PIN,Balkh,Dehdadi,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,less_than_half,,,more_than_half,less_than_half,,less_than_half,,,more,472b7965-f0d9-4f6a-a35b-d007489af6e6,17,1,32.5,2,1
2018-01-23,PIN,Balkh,Dehdadi,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,more_than_half,,,,,,less,330c335a-1bbb-4fcf-a228-1e70504341e6,24,1,23,1,1
2018-01-23,PIN,Balkh,Dehdadi,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,more_than_half,,less_than_half,,,,more,85c7cb27-2ea5-43b1-999b-9d04c4155b5d,19,1,29,2,1
2018-01-23,PIN,Balkh,Dehdadi,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,less_than_half,,more_than_half,,,,more,7fbc91bf-a3d6-4c5d-aacb-63c5d3f3ac88,10,1,30,2,1
2018-01-23,PIN,Balkh,Dehdadi,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,,,more_than_half,,,,,,more,1000c63d-a3cf-4a9e-8597-8d5a3d639b76,8,2,43.5,3,3
2018-01-23,NRC,Kandahar,Spinboldak,yes,26000,yes,yes,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,6eadac62-37d9-44f9-9848-b08c8dd7a920,2,3,17.5,1,2
2018-01-23,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,less_than_half,less_than_half,,,less,c297f8e9-6e10-46ea-901e-ff8c83563580,2,3,13.5,1,2
2018-01-23,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,less_than_half,less_than_half,,,,less,8ae4a5ca-5ff8-41ab-92c9-4e7d5a57d6ab,1,3,13.5,1,2
2018-01-23,NRC,Kandahar,Panjwayi,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,less_than_half,less_than_half,,,,less,105521df-c04b-49f8-8540-0444c0921319,2,3,11.5,1,2
2018-01-23,NRC,Kandahar,Panjwayi,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,less_than_half,,less_than_half,,,,less,3b17fa1a-725c-4a0c-b0f2-0d650af7ae68,1,3,23.5,1,2
2018-01-23,NRC,Kandahar,Spinboldak,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,less_than_half,,less_than_half,,,,less,565e3008-b87b-4cf8-8d58-d868e7f7ec23,2,3,17,1,2
2018-01-23,NRC,Kandahar,Spinboldak,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,less_than_half,,,,less,045ccc44-21e6-4452-a0e4-751bc981262b,2,3,15,1,2
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,more_than_half,,,,,,,,,less,2647793d-b1ba-4c65-81aa-84bb29eefee3,1,3,41.5,2,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,,more_than_half,,,same,59786d52-cedf-4f79-90d0-8c3330492305,1,3,43.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,less,0213dc65-ed7b-4281-b894-5b0206f33b94,1,3,46.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,less_than_half,,,,,less_than_half,less,df3037e2-fc9b-47d0-b70c-6b8d9312376f,1,3,44.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_little,more_than_half,,,,,,,less_than_half,,,,,,less,38f152b0-2896-43e8-a947-58f6fc04c9ab,1,3,45.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,more_than_half,,,,,,less,55ba0717-c3d4-44da-b77d-5101fa1032a1,1,3,44.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,less_than_half,,,less_than_half,,,,,,less,1e4f5ef1-d185-40f4-b163-17303d735a26,1,3,45.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,less_than_half,,,more_than_half,,,,,,less,6bc2a1f1-0660-4eb2-a751-6a13385204d5,1,3,44.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,less_than_half,,,less_than_half,less_than_half,,,,,less,52800a44-503e-4438-9772-2bf338579ed9,1,3,47.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,,,more_than_half,,more_than_half,,,,less,8e45efce-894b-4e33-ac8e-8bc35779a218,1,3,44.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,,,,,less_than_half,,,less_than_half,,,more_than_half,,,less,9bc9d908-b0ff-4e61-b0c4-18d8306cde14,1,3,44.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,less_than_half,,,less_than_half,,,less_than_half,,,less,0167ac3d-29a7-4acc-b980-136a837b60be,1,3,43.5,3,3
2018-01-23,NRC,Nangarhar,Khogyani,yes,18000,no,no,yes_improved_a_lot,,,,less_than_half,,,,less_than_half,,,,,,less,83671b18-6b10-45ac-8282-286cd7a4b918,1,3,45.5,3,3
2018-01-23,PUI,Kunar,Asadabad,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,less_than_half,less_than_half,,less_than_half,less_than_half,,,,,same,ff67adb4-696e-4134-9ab7-73fd519e77f1,9,2,52,3,3
2018-01-23,PUI,Kunar,Asadabad,yes,30000,no,no,yes_improved_a_lot,less_than_half,less_than_half,,less_than_half,,less_than_half,,,,,,,,same,c9558284-3f54-43e8-844e-6c2d5fc0399e,6,2,46,3,3
2018-01-24,PIN,Balkh,Dehdadi,yes,14000,yes,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,more_than_half,,,,,,less,e5303b5d-1842-413b-a7ed-66e21332217f,7,2,33,2,2
2018-01-24,PIN,Balkh,Dehdadi,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,less_than_half,more_than_half,,,,,,same,1677d7f6-5a56-44d4-99ec-58e4e59d4444,7,2,41.5,2,2
2018-01-24,PIN,Balkh,Mazar_e_Sharif,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,more_than_half,,less_than_half,,less_than_half,less_than_half,,,more,f6afca82-b53b-4b9f-8c77-9af0affc138b,12,1,43.5,3,2
2018-01-24,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,less_than_half,,less_than_half,,,,less,1a639986-046b-4fd8-a8ed-d0f550d16530,1,3,18,1,2
2018-01-24,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,less_than_half,,less_than_half,,,,less,ff4a6d82-e3a2-471c-9105-f0a74c8a0abd,2,3,12,1,2
2018-01-24,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,,,less_than_half,,,,less,00a578ba-36bc-4552-8ccb-e6d02dbe2b98,2,3,17,1,2
2018-01-24,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,less_than_half,,less_than_half,,,,less,4444671b-4c33-46bb-bf80-d54d549c3b0b,2,3,12.5,1,2
2018-01-24,ACTED,Baghlan,Pul_e_khumri,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,bee996a6-c935-4dfc-b5eb-fd530418b383,3,3,27,1,2
2018-01-24,ACTED,Baghlan,Pul_e_khumri,yes,14000,no,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,09ffc32f-a078-49bc-abd6-a117290a14f0,3,3,29,2,3
2018-01-24,ACTED,Baghlan,Pul_e_khumri,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,89045adf-4e14-4308-ad79-3a967f1dd5c9,3,3,23.5,1,2
2018-01-24,ACTED,Baghlan,Pul_e_khumri,yes,14000,no,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,5129c4a1-083b-476e-92bb-67636f36123e,2,3,23,1,2
2018-01-24,ACTED,Baghlan,Pul_e_khumri,yes,14000,no,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,3f853bc3-0f36-4a21-aaa5-0ba233925805,3,3,22,1,2
2018-01-24,ACTED,Baghlan,Pul_e_khumri,yes,14000,no,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,580e7dc4-b4a9-4ae8-b2b0-74cf8b902a42,2,3,22,1,2
2018-01-24,ACTED,Baghlan,Pul_e_khumri,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,d8d9da3d-3ded-4f93-ba34-11f32aa6dec4,2,3,22,1,2
2018-01-24,ACTED,Baghlan,Pul_e_khumri,yes,14000,no,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,fc928676-1800-4f68-9d24-fc794116f559,2,3,27.5,1,2
2018-01-24,ACTED,Baghlan,Pul_e_khumri,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,56d6f193-3807-48f6-aa01-2fb62dff34f7,1,3,42,2,3
2018-01-24,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,more,4afbe4c6-a4fe-4c70-95fe-42d40a3bc771,9,2,69,3,3
2018-01-24,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_little,more_than_half,,,,,,,,,,,,,same,f34aa948-5765-46f1-911b-83d5964ae8ea,4,2,55.5,3,3
2018-01-24,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_little,less_than_half,more_than_half,,,,,,,,,,,,less,31f2553b-0255-437c-9185-5758153d1e3e,10,1,42.5,3,2
2018-01-24,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,more_than_half,,,,,,same,092070b2-594a-49d2-897c-286875dea1f5,7,2,58,3,3
2018-01-24,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,more,69f007db-7f2d-4a7f-bbac-ebc46cc76f71,1,3,54,3,3
2018-01-24,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,less_than_half,,,,same,c6562b4e-e29b-4b30-a94a-dca2c00f7f68,7,2,55,3,3
2018-01-24,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,less_than_half,,,,same,5f004d53-4e7c-4d38-85d8-39f2967090e6,7,2,56,3,3
2018-01-24,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,less_than_half,,,,more,dc48e206-4cc8-4ed4-8903-fab47984339a,5,2,42.5,3,3
2018-01-24,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,,more_than_half,,,more,4b816e45-34b7-4505-b5a6-77d27297e82a,9,2,37,2,2
2018-01-25,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,less_than_half,,,,less,705e99c2-ab96-45cc-a5b7-7fef24c62556,4,2,21,1,1
2018-01-25,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,less_than_half,,less_than_half,,,,less,27c8402a-93ba-456c-984a-e9e2595106db,1,3,15,1,2
2018-01-25,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,e5df1430-d79b-49a6-aefd-24fbd63247eb,2,3,14.5,1,2
2018-01-25,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,9e1a917c-fd47-465b-8a91-814e3df0ad5d,2,3,14.5,1,2
2018-01-25,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,less_than_half,,less_than_half,,,,less,c101de29-bd87-4ef9-ab82-10c8ec9106bd,2,3,20,1,2
2018-01-25,NRC,Kandahar,Kandahar,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,less,c134204f-c541-4e77-b189-ed3b6a3cca7d,4,2,21,1,1
2018-01-25,ACTED,Badakhshan,Fayzabad,yes,14000,no,yes,yes_improved_a_lot,less_than_half,,,,,,,less_than_half,,more_than_half,,,,more,938a3d80-923d-4c92-a901-04d5d56fd2ae,7,2,34.5,2,2
2018-01-25,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_little,more_than_half,,,,,,,,,,,,,same,b9da56d6-ec9a-4394-ba12-f58ade8478ce,7,2,55.5,3,3
2018-01-25,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,less_than_half,more_than_half,,,more,90ab6c54-ecc9-4f87-af72-2179e4ee85bb,11,1,37.5,2,1
2018-01-25,ACTED,Badakhshan,Fayzabad,yes,14000,no,no,yes_improved_a_little,more_than_half,,,less_than_half,,,,less_than_half,,,,,,more,d3c7b006-6574-4da0-aa49-53e466862286,6,2,47,3,3
2018-01-25,ACTED,Baghlan,Pul_e_khumri,yes,14000,no,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,6214d804-bada-4ba5-8333-d69bfc0936f4,2,3,26.5,1,2
2018-01-25,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,same,1f6f936c-67fe-438e-baaa-3400e553b633,7,2,38,2,2
2018-01-25,ACTED,Faryab,Maymana,yes,14000,no,yes,yes_improved_a_little,less_than_half,,,,,,,,,,,,,same,1fe42f7b-4cdd-4c31-8ca8-af36f1dea580,7,2,24,1,1
2018-01-25,ACTED,Faryab,Maymana,yes,14000,no,yes,yes_improved_a_little,almost_all,,,,,,,less_than_half,,,,,,same,1679a2c9-81fa-40a4-a7fe-054dcab75c96,7,2,17,1,1
2018-01-25,ACTED,Faryab,Maymana,yes,14000,yes,yes,yes_improved_a_little,less_than_half,,,,,more_than_half,,more_than_half,,,,,,more,3e9c7994-90e0-46cd-9549-d14811af5db3,7,2,19.5,1,1
2018-01-25,ACTED,Faryab,Maymana,yes,14000,yes,yes,yes_improved_a_little,less_than_half,,,,,less_than_half,,less_than_half,,,,,,same,366ed1e5-e9f3-4a03-ae9d-fa834d7bdbc1,7,2,20,1,1
2018-01-25,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,less_than_half,less_than_half,,,,,,same,7689d1f4-b3bc-4692-ac3b-affe7d0fe791,7,2,19,1,1
2018-01-25,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,,,,,,,,,more,7677a4b7-6e1a-4f6c-9266-09b8dd3a2332,7,2,16,1,1
2018-01-25,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,more_than_half,,,,,,same,68c65436-5a64-49dd-9efd-aabdc8724ea9,7,2,21,1,1
2018-01-25,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,more,27de3b8b-1ad8-4794-80c0-b39871b38f1b,1,3,21,1,2
2018-01-25,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,more,572c9980-4fb4-4226-8a7e-bb68274ed621,1,3,19,1,2
2018-01-25,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,more,854bf6c7-ea68-4542-b890-49c1f40597a4,2,3,13,1,2
2018-01-25,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,more,e0f1d698-c898-4b38-8641-595bfe32c88f,1,3,25,1,2
2018-01-25,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,759250da-87b2-4982-964c-6d972250cbdc,1,3,32,2,3
2018-01-25,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,more,d8eaa6e4-3777-4c0f-ad63-b2e637654c8c,1,3,18.5,1,2
2018-01-25,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,more,02dd0e19-f02f-4870-97f8-29c6bd2c5a37,1,3,27,1,2
2018-01-25,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,less_than_half,,,,,,,,,,,,,more,0b913975-b428-4cc6-8d36-f6c24ef12586,1,3,25,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,more_than_half,,,,,,,same,33aa5b17-0232-4f29-a5b7-d0f6f62e3fe0,3,3,27.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,more_than_half,,,,,,,less,9e437e50-2187-415d-81c9-e90a4877c48c,3,3,25.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,more_than_half,,,,more_than_half,,,same,53050ed3-6090-4a8c-8ede-16d8e70cd813,3,3,20.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,less_than_half,,,,,,,less,0b7b92bb-9f73-48f1-a89d-da355d881b18,3,3,23.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,more_than_half,,,,,,,same,56eda37f-870c-4958-8cfb-5fdd6edd2e66,3,3,32.5,2,3
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,,,,,,,more_than_half,,,,,,,same,9827cb40-063f-4626-b26f-6040226a5af7,3,3,37.5,2,3
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,,,,,,,more_than_half,,,,,,,less,9bd3089b-a0d9-412a-b83c-7cb1b5983bdf,3,3,27.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,more_than_half,,,,,,,less,05cf9496-5ae4-49af-82fe-e380aa0dda72,3,3,25.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,more_than_half,more_than_half,,,,,more_than_half,,,,,,,less,19b7c38f-c2bd-4325-bccd-1c422f329367,3,3,23.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,,less_than_half,,more_than_half,more_than_half,,more_than_half,,,,,,,same,b5b198d0-6a10-426e-b58a-a141bddd4246,3,3,23.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,more_than_half,,,,,,,same,a53eeba2-593f-45d4-8adc-82d3f8a1ce11,3,3,20.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,,more_than_half,,,,,,,same,3b5098b1-a637-4d8c-8643-5a62c49e0341,3,3,50.5,3,3
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,,,,,,,same,d167bd09-e18b-493f-99fe-dab2d28d7842,3,3,23.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,,,,less,ce8ff2fa-967d-4870-9ddc-e12dd23bc275,3,3,19.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,more_than_half,,,,,,same,c60bc06b-70a7-4ea9-a7c2-cf297504f1be,3,3,25.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,more_than_half,,,less,0c6a36ed-c641-4ea1-aac1-429553e65500,3,3,22.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,,,,,,,same,6a6c5398-a860-4e3c-afd7-9e8a6883cc71,3,3,21.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,more_than_half,,,same,d884c755-b83b-4f53-b542-3f6cfa039daa,3,3,18.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,,,,,,,less,669d7d3a-c25b-45a0-83f6-e3573d90559f,3,3,25.5,1,2
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,less_than_half,,,less_than_half,,less_than_half,,less_than_half,less_than_half,less_than_half,less_than_half,less_than_half,,less,9e3d49db-9c0c-4eed-8cdb-e0f2fd1a8ece,1,3,47.5,3,3
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,less_than_half,less_than_half,less_than_half,less_than_half,,,less,83de58e1-cc2a-47b1-9bd3-4b7212cc2e18,2,3,37.5,2,3
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,less_than_half,,,less_than_half,less_than_half,,,less_than_half,less_than_half,less_than_half,less_than_half,,,less,2a6a89c2-430b-4188-9c85-d5031df1985c,2,3,48.5,3,3
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,less_than_half,,,,less_than_half,less_than_half,less_than_half,,,less,8dbbcde6-0ab6-451b-8c9d-fc56e05b1e97,2,3,41.5,2,3
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,less_than_half,,,less_than_half,less_than_half,less_than_half,,less_than_half,less_than_half,less_than_half,less_than_half,,,less,917182d1-8f61-4e1e-8d02-0c06fdfca4d3,0,3,40.5,2,3
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,less_than_half,,less_than_half,less_than_half,less_than_half,less_than_half,,,less,ade179c4-0ac8-4cac-81b2-a9b0887b03b8,1,3,41.5,2,3
2018-01-26,NRC,Kunduz,Kunduz,yes,14000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,,less_than_half,less_than_half,more_than_half,,,less,ffd70718-3fe2-4c2d-ba29-efada11374ed,2,3,56.5,3,3
